Sentiment Scores,Classification,Tweet Text
0.02941176470588236,Neutral,charliekirk11 the fact that the dems want trump to order fbi to investigate a case that fbi has already said they wontcant investigate should tell any sane person that this is just a political stunt the senate should move forward with a vote
-0.14240196078431377,Unsure,chadpergram false gop should fear political backlash from trump voters if the senate cant figure out how to confirm kavanaugh supreme court nominees are one of the main reasons trump was elected if reps drop the ball here theyre dead with trump voters
-0.39705882352941174,Negative,lindseygrahamsc wtf is wrong with you mr graham your principles and ethics were buried with your friend senator mccain youve lowered yourself to depraved trump and his will to escape the law shame
-0.4072829131652661,Negative,chrismillerart im sick of all of them im conservativenot gop i didnt vote 4 trump yes he does all u said along wthe stupid name calling etc the cruz thingdont get me started both parties are broken and both are progressive hmmm they need principles but they all just want power
0.08823529411764708,Unsure,anitahill urges senate to push the pause button on trumps supreme court nominee  abc news
0.02941176470588236,Neutral,clinton says trump is planning an intentional oil spill at dapl
0.07941176470588238,Unsure,chicagodude96 stillgray fat shaming wow the left really want trump 2020 huh
-0.27941176470588236,Negative,lindseygrahamsc why why is it imperative did leonard leo and the kochs instruct yall to get him in before trump is arrested or impeached you let garland sit for 300 days  has the gop always been this corrupt
0.02941176470588236,Neutral,atdavidhoffman didnt stop them voting for trump
0.02941176470588236,Neutral,mcfunny dansmonkeyshack wendyorent amandapompili veritasever plasticdoe erikwilson1975 mstrixter seaglass34 rbuzzy1111 ladyanon5 golfergirl2018 cattlechildren marcdraco63 just4thecause doritmi carlsmythe milanovnina ruthheasman henningtveit andkell overallthiscrap stopvaxxedlies geoffschuler spectrumomyeah steffieschiltz jdawson38995 mahealthforkids mloxton emmagpaley luma923 maidenwarrior vbalance03 hiiqtrump mmelgar09 ordnancecorner rightwingblack2 janestaller lilearthling369 intactcervix kidoctr wadejeremy76 salcross weaponizedword1 chrisvcsefalvay itsmepanda1 realityofjnj whatif007 missneminly akathisiarx updike gives me hives
0.2215686274509804,Positive,cynthiapeet kamalaharris vabvox or it could be that the democrats just want to stop the kavanough nomination from going forward until after the mid term elections which they feel theyll win back the house and senate  and then theyll forget kavanough and  and go after trump
0.2549019607843137,Positive,one district at a time make sure you know who in your district is running for congress and senate then make sure you vote for the candidate that supports the trump agenda vote red
0.09558823529411764,Unsure,morning joe scarborough backs away from his earlier comments that trump is more damaging to america than 911terrorist
-0.10441176470588236,Unsure,senfeinstein theres a lot of brett kavanaugh  rob porter  bill oreilly  roger ailes andrew puzder roy s moore  corey lewandowski and last but least trump backers in this thread fyi the lady in question took and passed a polygraph test concerning the accusations
0.20798319327731093,Positive,hannity to inverview president trump in las vegas sean will host a special edition of hannity from las vegas where president trump is holding a rally
0.1845588235294118,Positive,its abundantly clear that realdonaldtrump is trying to set up the doj and fbi for mass firings in an attempt to protect himself  i dont often agree with jeffrey beauregard sessions but he is the legitimate attorney general who btw was trumps pick for the job
-0.32941176470588235,Negative,disaster relief crew goes crazy when president donald trump arrives for   via youtube
0.12941176470588237,Unsure,matthewamiller waltshaub does anyone believe trump would validate fbi by encouraging an investigation into an alleged sex offender ok validate fbi in any circumstance authoritarians annihilate courts police justice press and free will trump wcomplicit gop sends notice via fema next
-0.1752450980392157,Negative,daddydaddymac i do not even associate with my family members who voted for trump so that is a hard no
-0.038235294117647076,Neutral,orinkerr fedsoc so whats the nature of the federalist society misgivings about trump i will admit to my lack of direct knowledge on this question
-0.02941176470588236,Neutral,cuomoprimetime trump did what cuomo said  you have just denied it
0.3746323529411765,Positive,georgetakei dream on like thedemocrats did when cheating sensanders to choose the most despised politician crooked hillary and celebrated when conman trump won the nomination like they had won the presidency the dems have no message no leader no fight just wishful dreams of winning
0.02941176470588236,Neutral,larryboorstein economics pdacosta and trump bought his way into school where he was an undistinguished student
-0.15539215686274507,Negative,mitchellvii very sorry to say repgaramendi is my representative god help us he sure wont to busy spreading lies hating on trump and his supporters
-0.02941176470588236,Neutral,carolinas still menaced by floodwaters as trump tours florence nightmare aftermath
-0.02941176470588236,Neutral,you freakin traitor you have sold yourself to trump a person that betrayed the us to the russians and now you need a judge that will allow trump to get away with it then again kavanaugh is a sex predator
0.08823529411764708,Unsure,carl palucci doesnt like donald trump
0.09558823529411764,Unsure,morning joe scarborough backs away from his earlier comments that trump is more damaging to america than 911terrorist
0.02941176470588236,Neutral,calibrat1963 cwferris rarebeautygems nbritz88 levinejonathan none amp the trump party wont ask them to
0.07600267379679146,Unsure,live trump says he doesnt have an attorney general waiting for midter  via youtube
0.4882352941176471,Positive,anncoulter 1 ann coulter 2 donald trump what do i win
0.04191176470588236,Neutral,trace65roses rsmale it reminds me of one far too long trump reality show
-0.20588235294117646,Negative,dlbender786 tomfitton realdonaldtrump tuckercarlson foxnews judicialwatch the russia collusion beganbc podesta knew that hillary was too close to russiaamp they needed to turn the tablesamp accuse trump of their crimes ins policy was coordination between mediafbidojamp demorat party of coursestupid leftists believe their treasonous lies
-0.17941176470588235,Negative,i wish i knew how to do that i only got on twitter because of trump and his dangerous administration
-0.32941176470588235,Negative,awkward photo with trump infuriates polish press
-0.03447712418300654,Neutral,daughter of cia assassin paymaster tries to bring down trump supreme court nominee kavanaugh   via shareaholic
-0.049866310160427814,Neutral,and to think just a few years ago i was naively under the impression i could live my whole life without knowing what donald trump dick looks like
-0.06691176470588237,Unsure,kavanaughs supporters and his accuser are at an impasse over her testimony  via nytimes a polarizing stalemate as democrats and republicans advanced competing narratives to convince voters that the other side has been unfair in the confirmation battle
-0.04558823529411764,Neutral,what an a  at least ask privately president trump asks about his northcarolina golf course during hurricane florence visit
-0.1529411764705882,Negative,clarajeffery when you have to advertise a scotus nominee on tv like a thigh master is proof this guy is in the bag for trump amp the gop hes an operative and theyre desperate to push him through to protect trump and get rid of roe v wade
-0.12573529411764708,Unsure,rorydalton lgbtresistance were purple we were a democratic state it tilted red theyve been trying to keep power through precinct changed deemed illegal were working on changing it back even trump voters i know are voting straight democrat this fall
0.02941176470588236,Neutral,realdonaldtrump trump has never read this one either
-0.08823529411764708,Unsure,chriscuomo is hayworth kidding me hes led an excemptlary life he lied under oath was up to his ass in debt gambling and football tickets he make 220k a year and was in debt for gambling and tickets for that amount another trump shill
0.15441176470588236,Positive,steveschmidtses thats exactly what sen hatch did with anita hill no mention of president ordering it and even so trump told reporters this morning that the senate should handle it
-0.11737472766884534,Unsure,jackblack really dude you just had to go there my family and i have loved movies youve done and you jump on the hate trump bandwagon you drop an fbomb to get a few claps from hollywood youre an idiot for going down that road
0.02941176470588236,Neutral,donald trump tasks hhs with ongoing review of biodefense  washington times
0.16176470588235292,Positive,lindseygrahamsc realdonaldtrump henrymcmaster boy you sure became a trump suck up and creep
0.5882352941176471,Positive,trump talking figure awesome
0.05441176470588237,Unsure,trump has said he doesnt have an attorney general i know how he feels we dont have a president
0.10073529411764708,Unsure,jackblack just so you know jackmost of your viewers are trump supportersi would save your  bet you wont have no more success
0.02941176470588236,Neutral,google microsoft and amazon drool over chinese ai market while apple woos trump
0.3970588235294118,Positive,well since russia has its fingers in foxnews it makes perfect sense for trump total state tv
-0.037254901960784306,Neutral,randovon seventhzombie foxnews if youre american why does your twitter state your location is switzerland are you not proud of your country if so then in no way are you conservative you still havent even named an actual fascist thing done by trump trump has never come out against immigrants genius
0.23109243697478993,Positive,i want to call on president trump right now to have his spartacus moment and declassify the documents
0.5651960784313725,Positive,i took that test when i got my last physical and the doctor said thats one of the highest scores weve ever seeni was always good at testing but if theres anything great about me its stability and im a good manager always been a good manager
0.20073529411764707,Positive,natesilver538 also i think it is possible that feinstein didnt think the allegations credible yet somebody on her staff or eshoos staff leaked it because trump and shes playing the hand she was dealt they may have been able to get ford to go public with promises of no testifying
-0.020588235294117643,Neutral,kimleekwan lawrence finney maddow amjoyshow thesalsa3344 she dn know time location year or even if there were 2 or 4 boys no clothes removed nothing ever reported yet we know her parents were foreclosed by ks mom a judge that she is an anti trump activist that she wears pink pussy hats to womens marches motive
-0.21691176470588236,Negative,chrislhayes lmfaooooooo if you didnt think trump was dumb before today then
0.02941176470588236,Neutral,rikki5582 im going to make you vote for donald trump
0.02941176470588236,Neutral,larryschweikart sessions wouldnt be defying trump because sessions is recused fr all things muh russia
0.21691176470588236,Positive,edkrassen we dont need to see his tax returns  we know trump lies  we know he embellishes everything  these facts alone should tell us that hes not as rich as he insists he is
0.22941176470588237,Positive,confirmed dril is trump trump is dril
0.1831699346405229,Positive,davidmweissman hillaryclinton theatlantic youre a phony po trash who pretended to be a trump supporter to gain access to inside info bet youre a part of the seditious coup  if so it will be fun to see you go down as well
0.08823529411764708,Unsure,dutchtyrant walshfreedom the fbi are going after that 10 including trump and his family and cronies who decided to play with the russians and use the presidency to enrich themselves
0.25073529411764706,Positive,thetrumptrain realdonaldtrump he knows he has an unusual penis ms daniels writes of mr trump it has a huge mushroom head like a toadstool she then describes the affair she engaged in with mr trump writing it may have been the least impressive sex id ever had
0.08823529411764708,Unsure,trump visits areas affected by florence promises residents aid  via thenewsroom
0.3382352941176471,Positive,trumps america looks more like nazi germany in the 30s
0.09759358288770054,Unsure,realdonaldtrump trump doing a drive by with his newly installed paper towel cannon
0.07058823529411765,Unsure,waynedupreeshow i figured this wouldve blown over by now  i know plenty of trump supporters that still watch football  itll make a dent but not as much as we think
-0.10941176470588236,Unsure,1 ed i am said american people your potus have put you in grave danger nations unite find common enemy usa america hate north amp south korea summit south looks for peace kim dont need trump trump amp his establishment being played china wins control the pacific amp red sea
-0.03308823529411764,Neutral,steveschmidtses riddle me this why are your other nevertrump republicans saying dr ford needs to show on monday
-0.02941176470588236,Neutral,what did stormy daniels compare trumps penis to mario kart the mushroom character watch this video report from theview mariokart mariokartmovies
-0.3794117647058823,Negative,but but trump feels sooooo bad for kavanaugh
-0.10718954248366015,Unsure,watch chris cuomo sh00t down jay sekulows evidence that the trump didnt obstruct justice  via
0.6435294117647059,Positive,jerryyork23 librarysauce lbs122955 foxnews realdonaldtrump lmao thank you i needed a great laugh  i love trump  thank you god for the best president ever
-0.02941176470588236,Neutral,does trump have his head in the sand or up his ass when it comes to racism in america dworkinreport  trump  potus  potus45
-0.15808823529411764,Negative,grassley should be trying to find out everything and not cover up things just to push thru trump buddy pretty pathetic way to run government
0.4558823529411765,Positive,103prison iqrrahkay justanothersme1 mcgaawakening guicanz robyns323 saintallnights canadaunited1 redpill4u2 nadanoche goodmedicine4us chapulincolored ncar999 luluhru jmaiz alechagel manhatz trump20162024 bunnylarocque ronnier30705921 legionoflight galerobinson16 djackson261 odukakis genflynn potus mikeobrigewitc1 coyhamp canadian000 curtisschirrma1 nativeview dougchristians7 basedftehworld anonkarma1 artonfurniture individualcdn smfehir costellodaniel1 anna938 willissann rdrhrly panosjr janiceplus9 bluebyrdgirl patriotssoapbox m103 omg your twitter handle  i love it love it love it
-0.3382352941176471,Negative,wapo trump feels vulnerable angry unprotected  via msnbc
0.2465686274509804,Positive,if orourke wins it would be a well derserved slap in the face to cruz who quickly turned into a trump ass kisser
-0.02941176470588236,Neutral,rightwinglawman krisparonto thedemocrats they dont know what the hell they wantother than president trumps head on a platter
-0.46838235294117647,Negative,grassley refusal of dr fords request for an fbi investigation is unsupportable  trumps excuse is an outright lie  outrageous
0.05392156862745098,Unsure,yessir its a tax that you will pay either consumers will pay more suppliers will receive less retail margins will be lower or consumers will buy fewer products or forego purchases altogether walmart warned in its letter
-0.02941176470588236,Neutral,american democracy is in crisis   this should be the only conversation  it is the story of the entire picture of trump and his minion russiangop  dearprofessorford postponethehearing  metoo
-0.08823529411764708,Unsure,cuomoprimetime fbi  as a non american please investigate the allegations in the kavanuagh case president of the us is a priviledge and a title responsibility of the country lies in the sanity of a leader trump wont ask for the case to be looked into i am
-0.08823529411764708,Unsure,the democrats are a joke cant stump trump ingrahamangle
-0.14705882352941174,Unsure,the lie dector was given to her by her attorney if cohen gave trump a lie detector yall would be screaming beyond belief btw its not a lie detector test watch dbongino show a couple of days ago he explains
0.02941176470588236,Neutral,joe biden calls trump supporters the dregs of society
0.21691176470588236,Positive,johncornyn first the fb i must investigate dr fords claims about kavanaugh sexually assaulting her when they both were teens and please dont say he was investigated 6 times already those investigations were made before dr ford came out about them trump must ask them you know this
0.02941176470588236,Neutral,chowcollection only if trump nukes the dollar
0.09369747899159664,Unsure,flowerbeast ccrider606 kindschi12 realdonaldtrump not really an investigation when the decision was made before the investigation  how about trump to appoint a special counsel for that
0.07941176470588235,Unsure,trump feels terribly for brett kavanaugh what about christine blasey ford blaseys week is the best example of why survivors rarely speak up
0.02941176470588236,Neutral,trump hugs boy while giving out meals in north carolina after florence
0.1783088235294118,Positive,jaykolzreyes acjjustice theyre trying to stack the courts with like minded judges we cant let trump have a 2nd pick anyways the justice that retired early should himself be investigated imo ill just bet his bank accounts would be very interesting usagovcorrupt deepstate draintheswamp
0.02941176470588236,Neutral,roger stone i will never roll on donald trump
0.16274509803921566,Positive,nytpolitics good headline even better trumps 5534 lie trump falsely claims
-0.02941176470588236,Neutral,trump is lying again
0.04411764705882354,Neutral,amiet75 jastford alyssamilano johniadarola chuckgrassley orrinhatch fbi need the ok trump or chuckgrassley but neither of them will why is that  could it be because kavanaugh cant lie to the fbi its a crime as trampys minions arewill be learning and lying would get him thrown off the bench disbarred maybe  impeached amp prison time
0.02941176470588236,Neutral,dapuzzomichael quantity doesnt trump quality  release the wh records
-0.08823529411764708,Unsure,another trump lie he could tell you why but hed rather lie about it
0.02941176470588236,Neutral,trump cut 57 million from the ryan white hivaids program to pay for ice i depend on this program for my hiv care
-0.44705882352941173,Negative,mueller is still on his tail conservative writer says trumps frantic behavior shows how desperate he is alternet
0.10441176470588236,Unsure,angrydingo steel94010 yamesyim numbersmuncher instapundit david  trump is blocking the fbi from doing its normal function the fbi took 3 days in the anita hill matter would it help if the sjc gave the fbi a week
0.1632352941176471,Positive,senfeinstein nothing ca be proven at this point interesting timing waste of time u dems already have ur mind set on him amp anything else that is oposite of potus trump amp his supporters
-0.02941176470588236,Neutral,white nationalism  lies
0.18073529411764708,Positive,tedlieu well you see if they dont do it quick it will be harder to confirm him as more information comes out if they dont confirm him its one less for sure vote to protect trump from being indicted so its very important to vote now otherwise its hard to cover up the treason
-0.22941176470588237,Negative,fuck donald trump amp breitbart too
0.05441176470588236,Unsure,they do not have to continue working for trump if they truly believe this  but do they really believe this  oops  maybe they are not ready to be fired  for their parts in this debacle
0.3277573529411765,Positive,therealsatchi realtrevorreese cnnpolitics waitwaitwait   how do we go from a how hillary promoted trump as a candidate to we are entitled because we dont like hillary clinton she is a textbook rich politically connected ivy league white lady  id prefer a woman who stood on her own feet  im entitled
-0.10718954248366015,Unsure,donald trump turned down theresa mays plea for help over poisoning  via mailonline
-0.20588235294117646,Negative,grossly inaccurate 130 members of the house and senate demand trump apologize for refusing to accept puerto ricos death count
0.02941176470588236,Neutral,trump intends to nominate exfed economist liang for fed board seat white house   reutersus
0.07941176470588236,Unsure,jeffflake youll vote for confirmation though youll do whatever trump wants quit pretending you have a moral compass
-0.03308823529411764,Neutral,if claire listened to those of us who attended the town hall meetings then the foreign tax credit ftc wouldve been dealt with in 2012 when i exposed it to her after i walked the streets to help get her reelected in 2012trump got her done20 corp tax ratechina rate 25
0.08823529411764708,Unsure,watch donald trump says declassifying russia probe documents will be one of his crowning achievements  via secondnexus
0.12226890756302522,Unsure,andrewfeinberg jackshafer its a fair question but i think one difference with trump is hes lazy af hes now gotten the fame or infamy of being potus he can now use it to drive more wealth why not go back to old life of lazy luxury i think that will be awfully appealing to him when the time comes
-0.02941176470588236,Neutral,why do 30 of americans believe trumps lies
-0.012254901960784305,Neutral,the white house  wh travel pool report 3a  from mark landler ltxxxnytimescomgt date september 19 2018 at 112211 am edt subject wh travel pool report 3a  during his briefing at marine air station cherry point president trump asked a state
0.02941176470588236,Neutral,secretsbedard kellyannepolls also record low approval rating for spanky trump youre a disgrace to this country for being a part of it
0.14379084967320263,Unsure,ngrossman81 that we havent seen anyone turn to the camera and demand trump declassify all documents related to country x suggests fox bookers are more conscientious than id previously believed
0.047478991596638626,Neutral,americas top gungrabber told confidants he is running for president in 2020 this is the guy who tried to ban large sodas loud headphones and walks around with armed security beware of this hypocrite
0.02941176470588236,Neutral,alexisinnh perpetuate trump momentum biggly
-0.1339950980392157,Unsure,evil really is very strong in the world and is getting ever stronger within the gop trump government in my opinion  i never dreamed we could become so divided so vile to families who have lived here for decadesto people with preexisting medical conditions too the poor
0.1632352941176471,Positive,everybody vote nov 6  at least you got a nice boat out of the deal trump tells nc man during postflorence tour
0.02941176470588236,Neutral,meet the trump administrations newest hire a lobbyist for prorussian separatists
0.10941176470588236,Unsure,joewarmington the broohaha on the left about fordnation invoking sec 33 had nothing to with democracy and everything to do with ford giving permission to conservative govts to beat back lefist activist judges  ford is the most important politician in canadanext to trump
-0.2882352941176471,Negative,dbongino americans want fairness kavanaugh testified 32 hours answered over 1000 questions now allegations without any detailsproof hawaii democrat exposes the poor treatment of kavanaugh as a planned democrat coup to delay getting a trump judge watch how your elected official votes
-0.1122549019607843,Unsure,what an unhealthy flake his kids were there                                    jack black calls trump a piece of s at his walk of fame ceremony  via variety
0.27941176470588236,Positive,indytennisfreak e2thewc most americans did not want trumps policies
-0.22058823529411764,Negative,yes you are correct and it is sad they know trump will expose them all
-0.24588235294117647,Negative,realdonaldtrump mr donald trump our country brazil it is all destroyed and devastated by political crime that entered by the political opening of 1984 the attack on the future president bolsonaro it already has traces of one end of the armed political criminal arm help
0.05441176470588237,Unsure,donald trump torches jeff sessions i dont have an attorney general
0.25360644257703086,Positive,its a wonderful thing no matter how filthy something gets you can always clean it right up   democrats going backwards for 50 years there is nothing they wont do socialism vs capitalism  what will it be  trump revolution
0.46470588235294114,Positive,i love how everyone that claims to be woke are loving trisha paytas after she roasted laura lee which was deserved and are conveniently forgetting her multiple videos explaining why she loves and voted for trump and how it isnt a racist thing to love trump
-0.12941176470588234,Unsure,govmikehuckabee patriotlatina oh for petes sake  who besides president trump is running this country  come on republicans get behind the president and fight this  you are a huge disappointment
0.11323529411764707,Unsure,former white house aide blasts mushroom boy for acting like a child with sessions spat what an absolute baby   p2 tcot
-0.3382352941176471,Negative,realdonaldtrump  presssec  seanhannity  dbongino      hillaryclintons 103116 tweet amp campaign statement that computers in trump  tower were communicating wrussia she created the fake accusations
0.31323529411764706,Positive,flexitfelix lmao bro they are  colbert photoshopped it to make fun of trump
0.21323529411764708,Positive,malavemark aussiechantelle freedommoates nah hed pull a donald trump id run in and save you okay well run in and save us ow my bone spurs  anyone who says theyd defend you against something will cower the second anything happens
0.08823529411764708,Unsure,realdonaldtrump thank you president trump  maga
0.02941176470588236,Neutral,tomarnold  trump trump trump trump trump  trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump
-0.3560924369747899,Negative,trump slams bush for worst single mistake in us history
0.02941176470588236,Neutral,trumps lawyer
0.02941176470588236,Neutral,trump orders russia investigation documents be declassified   times seems to be carrying the flag for brennan clapper ohr strzock page amp others who seem to be terrified that the truth about their actions might be made public
0.29338235294117654,Positive,lawyer for kavanaugh accuser says gop plan to move ahead with hearing is not a fair or good faith investigation
0.08823529411764708,Unsure,krassenstein realdonaldtrump brianlook at the deficit doubled in that timelets pass that debt to our kids trump took overi bet your 401k has increased about 25unless you were in a money marketbut you would have had the same results if hillary had won fact the stock market like trump
-0.04607843137254902,Neutral,nealkatyal citizenkays just another stark example of why trump is completely unfit for the office of president november 6 cant come soon enough
-0.44705882352941173,Negative,mueller is still on his tail conservative writer says trumps frantic behavior shows how desperate he is alternet
0.4294117647058824,Positive,israelusaforevr mislamelissa we should focus on the presidents not the spouse im 100 trump but to shame michelle is not the way to go about making a great nation
0.2882352941176471,Positive,totally agree heller is a member of trumps cult the rs will all stick together because trump want this jacky rosen must win nv
-0.17990196078431375,Negative,putin is destroying america through his assets trump and his republican agents in congress ie jordan of ohio nunes of california and the midget representative from texas gohmer america is sunk even less than 2 years in trump tenure
0.02941176470588236,Neutral,trump leaves open manafort pardon possibility but mueller has tried to limit presidents power
0.07941176470588236,Unsure,sheminfinite i hear ya but you gotta think outside the box on this one trumps strategy  sessions is gonna lock up some big names soon and it will look politically motivated unless i trick libs into crowning sessions a credible resistance savior before i unleash him on their heroes
0.06323529411764707,Unsure,tomjolly nytimes huh  investigating donald trump fbi sees no clear link to russia  cc deanbaquet agsnyt stevenleemyers
0.08823529411764708,Unsure,citymice4 suepeac cpchq andrewscheer she works for the conservatives in canada and has a trump style agenda
0.02941176470588236,Neutral,thehill i guess well just memoryhole the fact that snoop was a guntoting crack cocaine dealer used gun violence against his rivals a pimp who bragged about beating his stable of women with a boot when they got out of line just because he hates trump
-0.02941176470588236,Neutral,donaldallen4815 thetrumptrain realdonaldtrump when did crack dealers get politically involved
0.004411764705882358,Neutral,why am i not surprised
0.08823529411764708,Unsure,all clones are illuminati all clones are illuminati doctors nurses politicians preachers are all clones that includes all cops are clones   do not be fooled by trump he will order martial law and the usa is finished the un traitors and the vatican are going to rule world
-0.02941176470588236,Neutral,joyciedee dont bother with trump supporters they are all alike block them out
-0.012254901960784305,Neutral,sblogga torontostar ford amp trump theyre made for each other  ford has nothing to do with nafta so he should stay in queens park with crowds booing him if he has something to say about international trade he should address a request to canadas foreign affairs ministry onpoli
0.3205882352941176,Positive,davidvondrehle one conservative outlet for trumpdozens of liberal outlets for obama and the democrat obstruction cabalyes that seems fair
0.02941176470588236,Neutral,dansmonkeyshack wendyorent amandapompili veritasever plasticdoe erikwilson1975 chrisjohnsonmd mstrixter seaglass34 rbuzzy1111 ladyanon5 golfergirl2018 cattlechildren marcdraco63 just4thecause doritmi carlsmythe milanovnina ruthheasman henningtveit andkell overallthiscrap stopvaxxedlies geoffschuler spectrumomyeah steffieschiltz jdawson38995 mahealthforkids mloxton emmagpaley luma923 maidenwarrior vbalance03 hiiqtrump mmelgar09 ordnancecorner rightwingblack2 janestaller lilearthling369 intactcervix kidoctr wadejeremy76 salcross weaponizedword1 chrisvcsefalvay itsmepanda1 realityofjnj whatif007 missneminly akathisiarx i will add this to my list of books to read
-0.0783700980392157,Unsure,trump says hard to imagine top court pick guilty of alleged groping as accuser is pressured to testify
0.22058823529411764,Positive,duke energy ceo lynn goods statement on president trumps visit to north carolina to view hurricaneflorence damage yahoo finance   more w ecosearch
0.5882352941176471,Positive,mollyjongfast trump has the best coke
0.02941176470588236,Neutral,president trump gives a briefing in north carolina on hurricane florence trump donaldtrump magarallyrules maga2020 briefing northcarolina northcarolinastrong hurricaneflorence agtfinale blackinkcrew greenleaf dearprofessorford masterchef
-0.2668067226890757,Negative,trump weighs in on the single worst mistake in american history
-0.02941176470588236,Neutral,former malaysian pm najib razak to face 21 money laundering charges police   news breaking trump
-0.08823529411764708,Unsure,wake up trumptrain maga be4 it is too latetrump and greedy gop conning you and distracting u
0.02941176470588236,Neutral,lauren trim your nose hairs 1 and 2 you could cosplay as trump falliamae stormytaehyung
0.28991596638655465,Positive,saeen and hes right not listening is what got us the alt right trump and brexit
0.07058823529411765,Unsure,rumor has it jasoninthehouse has a coloring book coming out here is jason admitting that  the gop not hillaryclinton is responsible for benghazi  deepstate this guys in deepshit lockhimup trump russia criminalconspiracy  via youtube
0.3220588235294118,Positive,trump republicans will do much better in midterms than anybody thinks because people really like me
0.08823529411764708,Unsure,dansmonkeyshack chrisjohnsonmd veritasever plasticdoe erikwilson1975 mcfunny mstrixter seaglass34 amandapompili rbuzzy1111 ladyanon5 golfergirl2018 cattlechildren marcdraco63 just4thecause doritmi carlsmythe milanovnina ruthheasman henningtveit andkell overallthiscrap stopvaxxedlies geoffschuler spectrumomyeah steffieschiltz jdawson38995 mahealthforkids mloxton emmagpaley luma923 maidenwarrior vbalance03 hiiqtrump mmelgar09 ordnancecorner rightwingblack2 janestaller lilearthling369 intactcervix kidoctr wadejeremy76 salcross weaponizedword1 chrisvcsefalvay itsmepanda1 realityofjnj whatif007 missneminly akathisiarx i dont know i like the ciardi havent seen the hollanderjohn hollander the poet
0.28991596638655465,Positive,kanye too dont forget about him too fck you too throw him in the bag he right with them motherfckers  snoop on kanyes trump support
-0.23823529411764705,Negative,bluehumanity trumps bigoted kids are so stupid they cant see the writing on the wall not that wall the metaphoric wall the saudis might take them in that would be ironic
0.16636029411764708,Positive,i love how trump thinks of every little detail anything that will help americans
0.2549019607843137,Positive,quinnsft34 oohmynose jakebirks realnatalee1 lawrence thedemocrats  sir that notion does not deserve an answer one thing i do know is people of color i have been a campaign manager twice and mr trump is not liked i give him more credit than they do lol
-0.03417366946778712,Neutral,now jack black is bashing trump these actors comedians musicians should shut up amp preform their crafts amp keep their political ideology private theyre not more savvy than the average american all that they are doing is offending more than 12 of america ingrahamangle
0.051143790849673174,Unsure,dear trump administrationtrump congress i too sometimes get caught peeing into a strong wind all over myself yeah  yes  its true  i just cant get rid of that damn icky smell  gop housegop senategop
-0.02941176470588236,Neutral,and i aint tawking donald trump but i take donald out the trunk and let donald ass bust if you keep tawkin donald gang
0.21823529411764708,Positive,lyndylou52 realdonaldtrump yes you are blessed god obviously created trump and set him on a path to become president just so you could feel blessed wow god must really love you and really dislike the millions of us who didnt vote for him i love the self delusion
-0.27941176470588236,Negative,any trump supporter who fails to vote or doesnt vote for a republican in the midterm election is contributing to the destruction of america
0.08823529411764708,Unsure,thetrumptrain you will be voting for trump in 2020 because once hes out this page will be a lot like infowars
0.2877450980392157,Positive,nypatrioteer the best part is president trump could tank twitter at any time just by switching social networks
-0.06274509803921569,Unsure,trump is such a disgrace i am thankful every minute of everyday for the sacrifice of the men and women that sacrificed and continue to sacrifice their lives to protect this nation   trump seemed incapable of basic executive aspects of the job
0.023161764705882357,Neutral,psychdr100 nypost trump discovered that floods are real wet and that stretched his brain beyond normal now he is just in recovery mode i think facts actually hurt the trump braineducation
0.02941176470588236,Neutral,crewcrew its always about trump
0.15441176470588236,Positive,nbcnews amoneyresists and illegality has stopped trump exactly when
0.02941176470588236,Neutral,we will be replaying jake tappers segment about trumps penis each day this week cnn
-0.02941176470588236,Neutral,realmattcouch but but hrc just said trump hates hispanics
0.14732620320855616,Unsure,live episode 083  091918   the identity of politics amp cultural identity tax reform 20 on spreaker brettkavanagh northkorea trump
0.05213903743315508,Unsure,one of my coworkers didnt know trump was president till a couple days ago and she found out by saying to her boyfriend man wouldnt it be crazy if someone like donald trump was president imagine what kind of life you must live to deadass not know trump was president
0.08823529411764708,Unsure,as well as gun running there which created isis
-0.05441176470588234,Unsure,cockofthewalkdp seegrayw patricksvitek cnn betoorourke tedcruz independent sure you are look i didnt vote for trump hes bad that doesnt make me independent per se
0.08823529411764708,Unsure,manafort paid and promised pay for play to  european leaders  politicians candidates and lobbyists to lobby for trump orban duarte marine le pen farage boris johnson banks wigmore
0.22941176470588234,Positive,jeffflake you helped smear a good man because your opposition to trump killed your career good do mlm sell amway
0.045152505446623095,Neutral,cia link if true patriots  christine blasey ford judge kavanaughs 35 yrs ago accuser is connected to sanford ciafunded mind control mkultra programme  daughter of cia assassin paymaster tries to bring down trump supreme ct nominee kavanaugh
-0.14289215686274506,Unsure,zigmundfraud drumpfgldnshwr 2 days ago u retweeted rebecca comment abt trump being the black hole of screwed uplst time i checked there was a whole lot of screwed up when he took officehis predecessor said 4 his 1st four yrs the bad was someone elses fault now he is taking credit 4 his replacements good
0.07941176470588236,Unsure,trumps trade war bring unexpected boom for knockoff designer bags from china
0.28823529411764715,Positive,photographister drantagonist they might as well install a trump urinal on his headstone the line of folks waiting to piss on his grave is huge
0.13547237076648844,Unsure,jackblack i was actually looking forward to seeing your new movie but not any more after what you said about president trump i dont think that any family should go see it
